MODE,JOB_ID,WORKERS,FILE,ALGO,TAU,SIGMA,BETA,NUMPARTITIONS,VERTICES,REAL EDGES, VIRTUAL EDGES,Time,Sampling Time,Total LP,Score,Migrations,R MaxNorm unbalance,V MaxNorm unbalance,Vertex MaxNorm unbalance,#real EC,#real EC (%%),#virtual EC,#virtual EC (%%),Vertex Balance JSD,Real Edge Balance JSD,Virtual Edge Balance JSD
Vertex,job_202101261615_1894,8,RoadCanada.vertex,InitializeSampleRD,5,0.02,0.2,8,1965206,5533214,5533214,31185,3666,27013,3308109.948017671,3585258,1.005,1.005,1.001,2640913,0.477,2640913,0.477,0.000000,0.000002,0.000002
Vertex,job_202101261615_2168,8,BerkeleyStan.vertex,InitializeSampleHD,10,0.02,0.1,16,685230,7600595,13298940,16835,3076,12114,1408960.8735805515,1097116,2.228,2.411,1.086,1730427,0.228,3224519,0.242,0.000452,0.026497,0.028728
Vertex,job_202101261615_2137,8,BerkeleyStan.vertex,InitializeSampleRD,5,0.02,0.2,8,685230,7600595,13298940,13931,3489,9899,1470719.4538005027,1016504,1.510,1.442,1.048,730288,0.096,1265504,0.095,0.000179,0.010882,0.011146
Vertex,job_202101261615_2101,8,BerkeleyStan.vertex,InitializeSampleRD,5,0.015,0.15,8,685230,7600595,13298940,13365,3444,9474,1456016.3799438342,1008055,1.503,1.563,1.049,848090,0.112,1489812,0.112,0.000443,0.009870,0.012844
Vertex,job_202101261615_2249,8,BerkeleyStan.vertex,InitializeSampleGD,10,0.02,0.1,16,685230,7600595,13298940,17238,3608,12025,1404914.8270395994,1075089,1.898,1.983,1.072,1587199,0.209,2935998,0.221,0.000660,0.014580,0.019976
Vertex,job_202101261615_1871,8,RoadCanada.vertex,InitializeSampleRD,10,0.02,0.15,16,1965206,5533214,5533214,35425,2894,31860,3000811.8205271633,2679362,1.007,1.007,1.005,3406608,0.616,3406608,0.616,0.000001,0.000002,0.000002
Vertex,job_202101261615_2059,8,RoadCanada.vertex,InitializeSampleGD,10,0.02,0.2,8,1965206,5533214,5533214,32739,3706,26658,3296948.401471567,3566938,1.016,1.016,1.003,2656982,0.480,2656982,0.480,0.000002,0.000011,0.000011
Vertex,job_202101261615_1921,8,RoadCanada.vertex,InitializeSampleHD,5,0.02,0.1,8,1965206,5533214,5533214,34347,1788,30111,3329568.2549730465,3896244,1.006,1.006,1.002,2586908,0.468,2586908,0.468,0.000001,0.000003,0.000003
Vertex,job_202101261615_2011,8,RoadCanada.vertex,InitializeSampleGD,5,0.01,0.15,8,1965206,5533214,5533214,35652,4025,29330,3348748.1155176074,3954657,1.009,1.009,1.006,2541117,0.459,2541117,0.459,0.000004,0.000008,0.000008
Vertex,job_202101261615_2090,8,BerkeleyStan.vertex,InitializeSampleRD,15,0.02,0.1,16,685230,7600595,13298940,17461,3591,13475,1436981.713490259,1163054,1.820,2.032,1.305,1346656,0.177,2493711,0.188,0.001637,0.022853,0.023516
Vertex,job_202101261615_2244,8,BerkeleyStan.vertex,InitializeSampleGD,5,0.02,0.1,4,685230,7600595,13298940,12438,3728,6904,1440603.9357248647,957041,1.343,1.271,1.005,807148,0.106,1415917,0.106,0.000002,0.009667,0.007928
Vertex,job_202101261615_1693,8,Youtube.vertex,InitializeSampleHD,15,0.01,0.15,8,1134890,2987624,5975248,20188,2451,15725,1918850.136764213,1827659,1.754,1.616,1.048,1282744,0.429,2561496,0.429,0.000287,0.034073,0.022461
Vertex,job_202101261615_1570,8,BerkeleyStan.vertex,BGRAP,5,0.01,0.1,8,685230,7600595,13298940,15163,0,14601,1331769.5509847729,1276631,1.440,1.487,1.047,1399432,0.184,2410326,0.181,0.000202,0.010834,0.014379
